date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result
3/22/2018,Dominican Republic,Turks and Caicos Islands,North America,North America,4,0,Friendly,Santo Domingo,Dominican Republic,FALSE,No,Win
3/22/2018,Faroe Islands,Latvia,Europe,Europe,1,1,Friendly,San Pedro de Alcántara,Spain,TRUE,No,Draw
3/22/2018,Kyrgyz Republic,Myanmar,Asia,Asia,5,1,AFC Asian Cup qualification,Incheon,Korea Republic,TRUE,No,Win
3/22/2018,Macau,Mauritius,Asia,Africa,0,1,Friendly,Macau,Macau,FALSE,No,Lose
3/22/2018,Malaysia,Mongolia,Asia,Asia,2,2,Friendly,Kuala Lumpur,Malaysia,FALSE,No,Draw
3/22/2018,Malta,Luxembourg,Europe,Europe,0,1,Friendly,Attard,Malta,FALSE,No,Lose
3/22/2018,Nicaragua,Cuba,North America,North America,3,1,Friendly,Managua,Nicaragua,FALSE,No,Win
3/22/2018,Philippines,Fiji,Asia,Oceania,3,2,Friendly,Manila,Philippines,FALSE,No,Win
3/22/2018,Slovakia,United Arab Emirates,Europe,Asia,2,1,Friendly,Bangkok,Thailand,TRUE,No,Win
3/22/2018,Thailand,Gabon,Asia,Africa,0,0,Friendly,Bangkok,Thailand,FALSE,Yes,Win
3/21/2018,Andorra,Liechtenstein,Europe,Europe,1,0,Friendly,La Línea de la Concepción,Spain,TRUE,No,Win
3/21/2018,Antigua and Barbuda,Bermuda,North America,North America,3,2,Friendly,St. John's,Antigua and Barbuda,FALSE,No,Win
3/21/2018,Iraq,Qatar,Asia,Asia,2,3,Friendly,Basra,Iraq,FALSE,No,Lose
3/21/2018,Jordan,Kuwait,Asia,Asia,1,0,Friendly,Amman,Jordan,FALSE,No,Win
3/21/2018,Laos,Cambodia,Asia,Asia,0,1,Friendly,Vientiane,Laos,FALSE,No,Lose
3/21/2018,Madagascar,Togo,Africa,Africa,0,0,Friendly,Saint-Leu-la-Forêt,France,TRUE,No,Draw
3/21/2018,South Africa,Angola,Africa,Africa,1,1,Friendly,Ndola,Zambia,TRUE,Yes,Win
3/21/2018,Tahiti,New Caledonia,Oceania,Oceania,0,0,Friendly,Pirae,Tahiti,FALSE,No,Draw
3/21/2018,Zambia,Zimbabwe,Africa,Africa,2,2,Friendly,Ndola,Zambia,FALSE,Yes,Win
3/17/2018,IR Iran,Sierra Leone,Asia,Africa,4,0,Friendly,Tehran,IR Iran,FALSE,No,Win
2/28/2018,Iraq,Saudi Arabia,Asia,Asia,4,1,Friendly,Basra,Iraq,FALSE,No,Win
2/26/2018,Saudi Arabia,Moldova,Asia,Europe,3,0,Friendly,Jeddah,Saudi Arabia,FALSE,No,Win
2/4/2018,Morocco,Nigeria,Africa,Africa,4,0,African Nations Championship,Casablanca,Morocco,FALSE,No,Win
2/3/2018,Latvia,Korea Republic,Europe,Asia,0,1,Friendly,Antalya,Turkey,TRUE,No,Lose
2/3/2018,Libya,Sudan,Africa,Africa,1,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Draw
1/31/2018,Mexico,Bosnia and Herzegovina,North America,Europe,1,0,Friendly,San Antonio,USA,TRUE,No,Win
1/31/2018,Morocco,Libya,Africa,Africa,3,1,African Nations Championship,Casablanca,Morocco,FALSE,No,Win
1/31/2018,Sudan,Nigeria,Africa,Africa,0,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Lose
1/30/2018,Azerbaijan,Moldova,Europe,Europe,0,0,Friendly,Antalya,Turkey,TRUE,No,Draw
1/30/2018,Jamaica,Korea Republic,North America,Asia,2,2,Friendly,Antalya,Turkey,TRUE,No,Draw
1/28/2018,USA,Bosnia and Herzegovina,North America,Europe,0,0,Friendly,Carson,USA,FALSE,No,Draw
1/28/2018,Congo,Libya,Africa,Africa,1,1,African Nations Championship,Agadir,Morocco,TRUE,No,Draw
1/28/2018,Nigeria,Angola,Africa,Africa,2,1,African Nations Championship,Tangier,Morocco,TRUE,No,Win
1/27/2018,Moldova,Korea Republic,Europe,Asia,0,1,Friendly,Antalya,Turkey,TRUE,No,Lose
1/27/2018,Morocco,Namibia,Africa,Africa,2,0,African Nations Championship,Casablanca,Morocco,FALSE,No,Win
1/27/2018,Zambia,Sudan,Africa,Africa,0,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Lose
1/24/2018,Burkina Faso,Cameroon,Africa,Africa,1,1,African Nations Championship,Tangier,Morocco,TRUE,No,Draw
1/24/2018,Congo,Angola,Africa,Africa,0,0,African Nations Championship,Agadir,Morocco,TRUE,No,Draw
1/23/2018,Equatorial Guinea,Nigeria,Africa,Africa,1,3,African Nations Championship,Agadir,Morocco,TRUE,No,Lose
1/23/2018,Rwanda,Libya,Africa,Africa,0,1,African Nations Championship,Tangier,Morocco,TRUE,No,Lose
1/22/2018,Namibia,Zambia,Africa,Africa,1,1,African Nations Championship,Casablanca,Morocco,TRUE,No,Draw
1/22/2018,Uganda,Côte d'Ivoire,Africa,Africa,0,0,African Nations Championship,Marrakech,Morocco,TRUE,No,Draw
1/21/2018,Mauritania,Guinea,Africa,Africa,0,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Lose
1/21/2018,Morocco,Sudan,Africa,Africa,0,0,African Nations Championship,Casablanca,Morocco,FALSE,No,Draw
1/20/2018,Angola,Cameroon,Africa,Africa,1,0,African Nations Championship,Agadir,Morocco,TRUE,No,Win
1/20/2018,Congo,Burkina Faso,Africa,Africa,2,0,African Nations Championship,Agadir,Morocco,TRUE,No,Win
1/19/2018,Libya,Nigeria,Africa,Africa,0,1,African Nations Championship,Tangier,Morocco,TRUE,No,Lose
1/19/2018,Rwanda,Equatorial Guinea,Africa,Africa,1,0,African Nations Championship,Tangier,Morocco,TRUE,No,Win
1/18/2018,Côte d'Ivoire,Zambia,Africa,Africa,0,2,African Nations Championship,Marrakech,Morocco,TRUE,No,Lose
1/18/2018,Uganda,Namibia,Africa,Africa,0,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Lose
1/17/2018,Morocco,Guinea,Africa,Africa,3,1,African Nations Championship,Casablanca,Morocco,FALSE,No,Win
1/17/2018,Sudan,Mauritania,Africa,Africa,1,0,African Nations Championship,Casablanca,Morocco,TRUE,No,Win
1/16/2018,Angola,Burkina Faso,Africa,Africa,0,0,African Nations Championship,Agadir,Morocco,TRUE,No,Draw
1/16/2018,Cameroon,Congo,Africa,Africa,0,1,African Nations Championship,Agadir,Morocco,TRUE,No,Lose
1/15/2018,Libya,Equatorial Guinea,Africa,Africa,3,0,African Nations Championship,Tangier,Morocco,TRUE,No,Win
1/15/2018,Nigeria,Rwanda,Africa,Africa,0,0,African Nations Championship,Tangier,Morocco,TRUE,No,Draw
1/14/2018,Indonesia,Iceland,Asia,Europe,1,4,Friendly,Jakarta,Indonesia,FALSE,No,Lose
1/14/2018,Guinea,Sudan,Africa,Africa,1,2,African Nations Championship,Casablanca,Morocco,TRUE,No,Lose
1/14/2018,Côte d'Ivoire,Namibia,Africa,Africa,0,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Lose
1/14/2018,Zambia,Uganda,Africa,Africa,3,1,African Nations Championship,Marrakech,Morocco,TRUE,No,Win
1/13/2018,Morocco,Mauritania,Africa,Africa,4,0,African Nations Championship,Casablanca,Morocco,FALSE,No,Win
1/11/2018,Denmark,Sweden,Europe,Europe,0,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE,No,Lose
1/11/2018,Indonesia,Iceland,Asia,Europe,0,6,Friendly,Sleman,Indonesia,FALSE,No,Lose
1/11/2018,Jordan,Finland,Asia,Europe,1,2,Friendly,Abu Dhabi,United Arab Emirates,TRUE,No,Lose
1/7/2018,Estonia,Sweden,Europe,Europe,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE,No,Draw
1/5/2018,Oman,United Arab Emirates,Asia,Asia,0,0,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Draw
1/2/2018,Iraq,United Arab Emirates,Asia,Asia,0,0,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Draw
1/2/2018,Oman,Bahrain,Asia,Asia,1,0,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Win
12/29/2017,Iraq,Yemen,Asia,Asia,3,0,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Win
12/29/2017,Qatar,Bahrain,Asia,Asia,1,1,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Draw
12/28/2017,Kuwait,United Arab Emirates,Asia,Asia,0,0,Gulf Cup,Kuwait City,Kuwait,FALSE,No,Draw
12/28/2017,Saudi Arabia,Oman,Asia,Asia,0,2,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Lose
12/26/2017,Iraq,Qatar,Asia,Asia,2,1,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Win
12/26/2017,Yemen,Bahrain,Asia,Asia,0,1,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Lose
12/25/2017,Jordan,Libya,Asia,Africa,1,1,Friendly,Amman,Jordan,FALSE,No,Draw
12/25/2017,Kuwait,Oman,Asia,Asia,0,1,Gulf Cup,Kuwait City,Kuwait,FALSE,No,Lose
12/25/2017,United Arab Emirates,Saudi Arabia,Asia,Asia,0,0,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Draw
12/23/2017,Bahrain,Iraq,Asia,Asia,1,1,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Draw
12/23/2017,Qatar,Yemen,Asia,Asia,4,0,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Win
12/22/2017,Kuwait,Saudi Arabia,Asia,Asia,1,2,Gulf Cup,Kuwait City,Kuwait,FALSE,No,Lose
12/22/2017,Oman,United Arab Emirates,Asia,Asia,0,1,Gulf Cup,Kuwait City,Kuwait,TRUE,No,Lose
12/18/2017,Bahrain,Kuwait,Asia,Asia,0,0,Friendly,Riffa,Bahrain,FALSE,No,Draw
12/17/2017,Burundi,Uganda,Africa,Africa,1,2,CECAFA Cup,Machakos,Kenya,TRUE,No,Lose
12/16/2017,China PR,Korea DPR,Asia,Asia,1,1,EAFF Championship,Chōfu,Japan,TRUE,No,Draw
12/16/2017,Japan,Korea Republic,Asia,Asia,1,4,EAFF Championship,Chōfu,Japan,FALSE,No,Lose
12/15/2017,Fiji,New Caledonia,Oceania,Oceania,2,3,Pacific Mini Games,Port Vila,Vanuatu,TRUE,No,Lose
12/15/2017,Vanuatu,Solomon Islands,Oceania,Oceania,3,2,Pacific Mini Games,Port Vila,Vanuatu,FALSE,No,Win
12/14/2017,Kenya,Burundi,Africa,Africa,1,0,CECAFA Cup,Kisumu,Kenya,FALSE,No,Win
12/14/2017,Qatar,Liechtenstein,Asia,Europe,1,2,Friendly,Doha,Qatar,FALSE,No,Lose
12/12/2017,Fiji,Tonga,Oceania,Africa,4,0,Pacific Mini Games,Port Vila,Vanuatu,TRUE,No,Win
12/12/2017,New Caledonia,Solomon Islands,Oceania,Oceania,0,0,Pacific Mini Games,Port Vila,Vanuatu,TRUE,No,Draw
12/12/2017,Japan,China PR,Asia,Asia,2,1,EAFF Championship,Chōfu,Japan,FALSE,No,Win
12/12/2017,Korea DPR,Korea Republic,Asia,Asia,0,1,EAFF Championship,Chōfu,Japan,TRUE,No,Lose
12/11/2017,Kenya,Tanzania,Africa,Africa,1,0,CECAFA Cup,Machakos,Kenya,FALSE,No,Win
12/11/2017,South Sudan,Burundi,Africa,Africa,0,0,CECAFA Cup,Kakamega,Kenya,TRUE,No,Draw
12/10/2017,Ethiopia,Uganda,Africa,Africa,1,1,CECAFA Cup,Kakamega,Kenya,TRUE,No,Draw
12/9/2017,Tonga,New Caledonia,Africa,Oceania,2,4,Pacific Mini Games,Port Vila,Vanuatu,TRUE,No,Lose
12/9/2017,Japan,Korea DPR,Asia,Asia,1,0,EAFF Championship,Chōfu,Japan,FALSE,No,Win
12/9/2017,Korea Republic,China PR,Asia,Asia,2,2,EAFF Championship,Chōfu,Japan,TRUE,No,Draw
12/9/2017,Rwanda,Tanzania,Africa,Africa,2,1,CECAFA Cup,Machakos,Kenya,TRUE,No,Win
12/9/2017,Vanuatu,Fiji,Oceania,Oceania,1,1,Pacific Mini Games,Port Vila,Vanuatu,FALSE,No,Draw
12/8/2017,Uganda,South Sudan,Africa,Africa,5,1,CECAFA Cup,Kakamega,Kenya,TRUE,No,Win
12/7/2017,Burundi,Ethiopia,Africa,Africa,4,1,CECAFA Cup,Kakamega,Kenya,TRUE,No,Win
12/7/2017,Rwanda,Libya,Africa,Africa,0,0,CECAFA Cup,Machakos,Kenya,TRUE,No,Draw
12/6/2017,Indonesia,Kyrgyz Republic,Asia,Asia,0,1,Friendly,Banda Aceh,Indonesia,FALSE,No,Lose
12/6/2017,Solomon Islands,Fiji,Oceania,Oceania,0,0,Pacific Mini Games,Port Vila,Vanuatu,TRUE,No,Draw
12/6/2017,Vanuatu,Tonga,Oceania,Africa,5,0,Pacific Mini Games,Port Vila,Vanuatu,FALSE,No,Win
12/5/2017,Timor-Leste,Philippines,Asia,Asia,1,0,Friendly,Taipei,Chinese Taipei,TRUE,No,Win
12/5/2017,Kenya,Libya,Africa,Africa,0,0,CECAFA Cup,Machakos,Kenya,FALSE,No,Draw
12/5/2017,South Sudan,Ethiopia,Africa,Africa,0,3,CECAFA Cup,Kakamega,Kenya,TRUE,No,Lose
12/5/2017,Chinese Taipei,Laos,Asia,Asia,2,0,Friendly,Taipei,Chinese Taipei,FALSE,No,Win
12/4/2017,Brunei Darussalam,Kyrgyz Republic,Asia,Asia,0,4,Friendly,Banda Aceh,Indonesia,TRUE,No,Lose
12/4/2017,Indonesia,Mongolia,Asia,Asia,3,2,Friendly,Banda Aceh,Indonesia,FALSE,No,Win
12/4/2017,Chinese Taipei,Timor-Leste,Asia,Asia,3,1,Friendly,Taipei,Chinese Taipei,FALSE,No,Win
12/4/2017,Uganda,Burundi,Africa,Africa,0,0,CECAFA Cup,Kakamega,Kenya,TRUE,No,Draw
12/3/2017,Kenya,Rwanda,Africa,Africa,2,0,CECAFA Cup,Kakamega,Kenya,FALSE,No,Win
12/3/2017,Laos,Timor-Leste,Asia,Asia,2,1,Friendly,Taipei,Chinese Taipei,TRUE,No,Win
12/3/2017,Libya,Tanzania,Africa,Africa,0,0,CECAFA Cup,Machakos,Kenya,TRUE,No,Draw
12/3/2017,St. Kitts and Nevis,Grenada,North America,North America,1,0,Friendly,Basseterre,St. Kitts and Nevis,FALSE,No,Win
12/3/2017,Chinese Taipei,Philippines,Asia,Asia,3,0,Friendly,Taipei,Chinese Taipei,FALSE,No,Win
12/2/2017,Indonesia,Brunei Darussalam,Asia,Asia,4,0,Friendly,Banda Aceh,Indonesia,FALSE,No,Win
12/2/2017,Kyrgyz Republic,Mongolia,Asia,Asia,3,0,Friendly,Banda Aceh,Indonesia,TRUE,No,Win
12/2/2017,Tonga,Solomon Islands,Africa,Oceania,0,8,Pacific Mini Games,Port Vila,Vanuatu,TRUE,No,Lose
12/2/2017,Vanuatu,New Caledonia,Oceania,Oceania,1,2,Pacific Mini Games,Port Vila,Vanuatu,FALSE,No,Lose
12/1/2017,Laos,Philippines,Asia,Asia,1,3,Friendly,Taipei,Chinese Taipei,TRUE,No,Lose
11/26/2017,New Caledonia,Estonia,Oceania,Europe,1,1,Friendly,Nouméa,New Caledonia,FALSE,No,Draw
11/25/2017,Indonesia,Guyana,Asia,South America,2,1,Friendly,Cikarang,Indonesia,FALSE,No,Win
11/22/2017,Vanuatu,Estonia,Oceania,Europe,0,1,Friendly,Port Vila,Vanuatu,FALSE,No,Lose
11/18/2017,Fiji,Estonia,Oceania,Europe,0,2,Friendly,Suva,Fiji,FALSE,No,Lose
11/15/2017,Australia,Honduras,Oceania,North America,3,1,FIFA World Cup qualification,Sydney,Australia,FALSE,No,Win
11/15/2017,Peru,New Zealand,South America,Oceania,2,0,FIFA World Cup qualification,Lima,Peru,FALSE,No,Win
11/14/2017,Algeria,Central African Republic,Africa,Africa,3,0,Friendly,Algiers,Algeria,FALSE,No,Win
11/14/2017,Argentina,Nigeria,South America,Africa,2,4,Friendly,Krasnodar,Russia,TRUE,No,Lose
11/14/2017,Austria,Uruguay,Europe,South America,2,1,Friendly,Vienna,Austria,FALSE,No,Win
11/14/2017,Belgium,Japan,Europe,Asia,1,0,Friendly,Bruges,Belgium,FALSE,No,Win
11/14/2017,Bhutan,Oman,Asia,Asia,2,4,AFC Asian Cup qualification,Thimphu,Bhutan,FALSE,No,Lose
11/14/2017,Burkina Faso,Cabo Verde,Africa,Africa,4,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE,No,Win
11/14/2017,Cambodia,Jordan,Asia,Asia,0,1,AFC Asian Cup qualification,Phnom Penh,Cambodia,FALSE,No,Lose
11/14/2017,China PR,Colombia,Asia,South America,0,4,Friendly,Chongqing,China PR,FALSE,No,Lose
11/14/2017,England,Brazil,Europe,South America,0,0,Friendly,London,England,FALSE,No,Draw
11/14/2017,Gabon,Botswana,Africa,Africa,0,0,Friendly,Franceville,Gabon,FALSE,No,Draw
11/14/2017,Germany,France,Europe,Europe,2,2,Friendly,Cologne,Germany,FALSE,No,Draw
11/14/2017,Hong Kong,Lebanon,Asia,Asia,0,1,AFC Asian Cup qualification,So Kon Po,Hong Kong,FALSE,No,Lose
11/14/2017,Hungary,Costa Rica,Europe,North America,1,0,Friendly,Budapest,Hungary,FALSE,No,Win
11/14/2017,India,Myanmar,Asia,Asia,2,2,AFC Asian Cup qualification,Margao,India,FALSE,No,Draw
11/14/2017,Republic of Ireland,Denmark,Europe,Europe,1,5,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE,No,Lose
11/14/2017,Korea Republic,Serbia,Asia,Europe,1,1,Friendly,Ulsan,Korea Republic,FALSE,No,Draw
11/14/2017,Macau,Kyrgyz Republic,Asia,Asia,3,4,AFC Asian Cup qualification,Macau,Macau,FALSE,No,Lose
11/14/2017,Nepal,Philippines,Asia,Asia,0,0,AFC Asian Cup qualification,Lalitpur,Nepal,FALSE,No,Draw
11/14/2017,Palestine,Maldives,Asia,Africa,8,1,AFC Asian Cup qualification,Jenin,Palestine,FALSE,No,Win
11/14/2017,Portugal,USA,Europe,North America,1,1,Friendly,Leiria,Portugal,FALSE,No,Draw
11/14/2017,Qatar,Iceland,Asia,Europe,1,1,Friendly,Doha,Qatar,FALSE,No,Draw
11/14/2017,Romania,Netherlands,Europe,Europe,0,3,Friendly,Bucharest,Romania,FALSE,No,Lose
11/14/2017,Russia,Spain,Europe,Europe,3,3,Friendly,Saint Petersburg,Russia,FALSE,No,Draw
11/14/2017,Senegal,South Africa,Africa,Africa,2,1,FIFA World Cup qualification,Dakar,Senegal,FALSE,No,Win
11/14/2017,Singapore,Bahrain,Asia,Asia,0,3,AFC Asian Cup qualification,Kallang,Singapore,FALSE,No,Lose
11/14/2017,Slovakia,Norway,Europe,Europe,1,0,Friendly,Trnava,Slovakia,FALSE,No,Win
11/14/2017,Tajikistan,Yemen,Asia,Asia,0,0,AFC Asian Cup qualification,Hisor,Tajikistan,FALSE,No,Draw
11/14/2017,Trinidad and Tobago,Guyana,South America,South America,1,1,Friendly,Couva,Trinidad and Tobago,FALSE,No,Draw
11/14/2017,Turkmenistan,Chinese Taipei,Asia,Asia,2,1,AFC Asian Cup qualification,Balkanabat,Turkmenistan,FALSE,No,Win
11/14/2017,United Arab Emirates,Uzbekistan,Asia,Asia,1,0,Friendly,Al Ain,United Arab Emirates,FALSE,No,Win
11/14/2017,Vietnam,Afghanistan,Asia,Asia,0,0,AFC Asian Cup qualification,Hanoi,Vietnam,FALSE,No,Draw
11/14/2017,Wales,Panama,Europe,North America,1,1,Friendly,Cardiff,Wales,FALSE,No,Draw
11/13/2017,Armenia,Cyprus,Europe,Europe,3,2,Friendly,Yerevan,Armenia,FALSE,No,Win
11/13/2017,Bulgaria,Saudi Arabia,Europe,Asia,1,0,Friendly,Lisbon,Portugal,TRUE,No,Win
11/13/2017,Georgia,Belarus,Europe,Europe,2,2,Friendly,Kutaisi,Georgia,FALSE,No,Draw
11/13/2017,IR Iran,Venezuela,Asia,South America,1,0,Friendly,Arnhem,Netherlands,TRUE,No,Win
11/13/2017,Iraq,Syria,Asia,Asia,1,1,Friendly,Karbala,Iraq,FALSE,No,Draw
11/13/2017,Italy,Sweden,Europe,Europe,0,0,FIFA World Cup qualification,Milan,Italy,FALSE,No,Draw
11/13/2017,Kosovo,Latvia,Europe,Europe,4,3,Friendly,Mitrovica,Kosovo,FALSE,No,Win
11/13/2017,Malaysia,Korea DPR,Asia,Asia,1,4,AFC Asian Cup qualification,Buriram,Thailand,TRUE,No,Lose
11/13/2017,Poland,Mexico,Europe,North America,0,1,Friendly,Gdańsk,Poland,FALSE,No,Lose
11/13/2017,Turkey,Albania,Europe,Europe,2,3,Friendly,Antalya,Turkey,FALSE,No,Lose
11/12/2017,Benin,Tanzania,Africa,Africa,1,1,Friendly,Cotonou,Benin,FALSE,No,Draw
11/12/2017,Congo,Uganda,Africa,Africa,1,1,FIFA World Cup qualification,Brazzaville,Congo,FALSE,No,Draw
11/12/2017,Ghana,Egypt,Africa,Africa,1,1,FIFA World Cup qualification,Kumasi,Ghana,FALSE,No,Draw
11/12/2017,Greece,Croatia,Europe,Europe,0,0,FIFA World Cup qualification,Piraeus,Greece,FALSE,No,Draw
11/12/2017,Malta,Estonia,Europe,Europe,0,3,Friendly,Attard,Malta,FALSE,No,Lose
11/12/2017,Switzerland,Northern Ireland,Europe,Europe,0,0,FIFA World Cup qualification,Basel,Switzerland,FALSE,No,Draw
11/12/2017,Togo,Mauritius,Africa,Africa,6,0,Friendly,Lomé,Togo,FALSE,No,Win
11/11/2017,Comoros,Madagascar,Africa,Africa,1,1,Friendly,Saint-Leu-la-Forêt,France,TRUE,No,Draw
11/11/2017,Congo DR,Guinea,Africa,Africa,3,1,FIFA World Cup qualification,Kinshasa,Congo DR,FALSE,No,Win
11/11/2017,Denmark,Republic of Ireland,Europe,Europe,0,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE,No,Draw
11/11/2017,Dominican Republic,Nicaragua,North America,North America,1,0,Friendly,San Cristóbal,Dominican Republic,FALSE,No,Win
11/11/2017,Gabon,Mali,Africa,Africa,0,0,FIFA World Cup qualification,Franceville,Gabon,FALSE,No,Draw
11/11/2017,Côte d'Ivoire,Morocco,Africa,Africa,0,2,FIFA World Cup qualification,Abidjan,Côte d'Ivoire,FALSE,No,Lose
11/11/2017,North Macedonia,Norway,Europe,Europe,2,0,Friendly,Skopje,North Macedonia,FALSE,No,Win
11/11/2017,Malawi,Lesotho,Africa,Africa,1,1,Friendly,Lilongwe,Malawi,FALSE,No,Draw
11/11/2017,Namibia,Zimbabwe,Africa,Africa,3,1,Friendly,Windhoek,Namibia,FALSE,No,Win
11/11/2017,New Zealand,Peru,Oceania,South America,0,0,FIFA World Cup qualification,Wellington,New Zealand,FALSE,No,Draw
11/11/2017,Qatar,Czech Republic,Asia,Europe,0,1,Friendly,Doha,Qatar,FALSE,No,Lose
11/11/2017,Russia,Argentina,Europe,South America,0,1,Friendly,Moscow,Russia,FALSE,No,Lose
11/11/2017,Spain,Costa Rica,Europe,North America,5,0,Friendly,Málaga,Spain,FALSE,No,Win
11/11/2017,Trinidad and Tobago,Grenada,South America,North America,2,2,Friendly,Couva,Trinidad and Tobago,FALSE,No,Draw
11/11/2017,Tunisia,Libya,Africa,Africa,0,0,FIFA World Cup qualification,Radès,Tunisia,FALSE,No,Draw
11/11/2017,Zambia,Cameroon,Africa,Africa,2,2,FIFA World Cup qualification,Ndola,Zambia,FALSE,No,Draw
11/10/2017,Algeria,Nigeria,Africa,Africa,3,0,FIFA World Cup qualification,Constantine,Algeria,FALSE,No,Win
11/10/2017,Belgium,Mexico,Europe,North America,3,3,Friendly,Brussels,Belgium,FALSE,No,Draw
11/10/2017,China PR,Serbia,Asia,Europe,0,2,Friendly,Guangzhou,China PR,FALSE,No,Lose
11/10/2017,England,Germany,Europe,Europe,0,0,Friendly,London,England,FALSE,No,Draw
11/10/2017,France,Wales,Europe,Europe,2,0,Friendly,Saint-Denis,France,FALSE,No,Win
11/10/2017,Georgia,Cyprus,Europe,Europe,1,0,Friendly,Gori,Georgia,FALSE,No,Win
11/10/2017,Honduras,Australia,North America,Oceania,0,0,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE,No,Draw
11/10/2017,Japan,Brazil,Asia,South America,1,3,Friendly,Villeneuve-d'Ascq,France,TRUE,No,Lose
11/10/2017,Korea DPR,Malaysia,Asia,Asia,4,1,AFC Asian Cup qualification,Buriram,Thailand,TRUE,No,Win
11/10/2017,Korea Republic,Colombia,Asia,South America,2,1,Friendly,Suwon,Korea Republic,FALSE,No,Win
11/10/2017,Poland,Uruguay,Europe,South America,0,0,Friendly,Warsaw,Poland,FALSE,No,Draw
11/10/2017,Portugal,Saudi Arabia,Europe,Asia,3,0,Friendly,Viseu,Portugal,FALSE,No,Win
11/10/2017,South Africa,Senegal,Africa,Africa,0,2,FIFA World Cup qualification,Polokwane,South Africa,FALSE,No,Lose
11/10/2017,Sweden,Italy,Europe,Europe,1,0,FIFA World Cup qualification,Solna,Sweden,FALSE,No,Win
11/10/2017,Ukraine,Slovakia,Europe,Europe,2,1,Friendly,Lviv,Ukraine,FALSE,No,Win
11/9/2017,Armenia,Belarus,Europe,Europe,4,1,Friendly,Yerevan,Armenia,FALSE,No,Win
11/9/2017,Cambodia,Myanmar,Asia,Asia,1,2,Friendly,Phnom Penh,Cambodia,FALSE,No,Lose
11/9/2017,Croatia,Greece,Europe,Europe,4,1,FIFA World Cup qualification,Zagreb,Croatia,FALSE,No,Win
11/9/2017,Finland,Estonia,Europe,Europe,3,0,Friendly,Helsinki,Finland,FALSE,No,Win
11/9/2017,Hong Kong,Bahrain,Asia,Asia,0,2,Friendly,Kowloon,Hong Kong,FALSE,No,Lose
11/9/2017,IR Iran,Panama,Asia,North America,2,1,Friendly,Graz,Austria,TRUE,No,Win
11/9/2017,Luxembourg,Hungary,Europe,Europe,2,1,Friendly,Luxembourg,Luxembourg,FALSE,No,Win
11/9/2017,Northern Ireland,Switzerland,Europe,Europe,0,1,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE,No,Lose
11/9/2017,Romania,Turkey,Europe,Europe,2,0,Friendly,Cluj,Romania,FALSE,No,Win
11/9/2017,Scotland,Netherlands,Europe,Europe,0,1,Friendly,Aberdeen,Scotland,FALSE,No,Lose
11/9/2017,Singapore,Lebanon,Asia,Asia,0,1,Friendly,Kallang,Singapore,FALSE,No,Lose
11/8/2017,Congo,Benin,Africa,Africa,1,1,Friendly,Brazzaville,Congo,FALSE,No,Draw
11/8/2017,Iceland,Czech Republic,Europe,Europe,1,2,Friendly,Doha,Qatar,TRUE,No,Lose
11/8/2017,Nicaragua,Dominican Republic,North America,North America,0,3,Friendly,Diriamba,Nicaragua,FALSE,No,Lose
10/28/2017,Bermuda,Barbados,North America,North America,2,3,Friendly,Hamilton,Bermuda,FALSE,No,Lose
10/24/2017,Grenada,Panama,North America,North America,0,5,Friendly,St. George's,Grenada,FALSE,No,Lose
10/11/2017,India,Macau,Asia,Asia,4,1,AFC Asian Cup qualification,Bangalore,India,FALSE,No,Win
10/10/2017,Afghanistan,Jordan,Asia,Asia,3,3,AFC Asian Cup qualification,Dushanbe,Tajikistan,TRUE,No,Draw
10/10/2017,Australia,Syria,Oceania,Asia,2,1,FIFA World Cup qualification,Sydney,Australia,FALSE,No,Win
10/10/2017,Belgium,Cyprus,Europe,Europe,4,0,FIFA World Cup qualification,Brussels,Belgium,FALSE,No,Win
10/10/2017,Benin,Gabon,Africa,Africa,1,0,Friendly,Salon-de-Provence,France,TRUE,No,Win
